Continente y país de destino;Continente y país de destino;Continente y país de destino;Continente y país de destino;Concepto turístico;Periodo;Total
Total;Oceanía ;Timor Oriental;;Turistas;2021M06;.
Total;Oceanía ;Timor Oriental;;Turistas;2021M05;.
Total;Oceanía ;Timor Oriental;;Turistas;2021M04;.
Total;Oceanía ;Timor Oriental;;Turistas;2021M03;.
Total;Oceanía ;Timor Oriental;;Turistas;2021M02;.
Total;Oceanía ;Timor Oriental;;Turistas;2021M01;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M12;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M11;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M10;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M09;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M08;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M07;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M06;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M05;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M04;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M03;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M02;.
Total;Oceanía ;Timor Oriental;;Turistas;2020M01;.
Total;Oceanía ;Timor Oriental;;Turistas;2019M12;.
Total;Oceanía ;Timor Oriental;;Turistas;2019M11;.
Total;Oceanía ;Timor Oriental;;Turistas;2019M10;.
Total;Oceanía ;Timor Oriental;;Turistas;2019M09;.
Total;Oceanía ;Timor Oriental;;Turistas;2019M08;.
Total;Oceanía ;Timor Oriental;;Turistas;2019M07;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2023M04;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2023M03;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2023M02;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2023M01;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M12;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M11;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M10;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M09;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M08;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M07;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M06;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M05;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M04;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M03;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M02;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2022M01;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M12;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M11;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M10;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M09;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M08;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M07;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M06;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M05;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M04;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M03;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M02;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2021M01;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M12;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M11;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M10;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M09;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M08;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M07;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M06;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M05;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M04;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M03;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M02;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2020M01;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2019M12;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2019M11;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2019M10;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2019M09;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2019M08;.
Total;Oceanía ;Timor Oriental;;Pernoctaciones;2019M07;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2023M04;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2023M03;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2023M02;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2023M01;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M12;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M11;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M10;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M09;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M08;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M07;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M06;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M05;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M04;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M03;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M02;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2022M01;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M12;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M11;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M10;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M09;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M08;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M07;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M06;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M05;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M04;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M03;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M02;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2021M01;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M12;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M11;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M10;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M09;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M08;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M07;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M06;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M05;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M04;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M03;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M02;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2020M01;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2019M12;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2019M11;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2019M10;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2019M09;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2019M08;.
Total;Oceanía ;Timor Oriental;;Duración media de los viajes;2019M07;.
Total;Oceanía ;Tonga;;Turistas;2023M04;.
Total;Oceanía ;Tonga;;Turistas;2023M03;.
Total;Oceanía ;Tonga;;Turistas;2023M02;.
Total;Oceanía ;Tonga;;Turistas;2023M01;.
Total;Oceanía ;Tonga;;Turistas;2022M12;.
Total;Oceanía ;Tonga;;Turistas;2022M11;.
Total;Oceanía ;Tonga;;Turistas;2022M10;.
Total;Oceanía ;Tonga;;Turistas;2022M09;.
Total;Oceanía ;Tonga;;Turistas;2022M08;.
Total;Oceanía ;Tonga;;Turistas;2022M07;.
Total;Oceanía ;Tonga;;Turistas;2022M06;.
Total;Oceanía ;Tonga;;Turistas;2022M05;.
Total;Oceanía ;Tonga;;Turistas;2022M04;.
Total;Oceanía ;Tonga;;Turistas;2022M03;.
Total;Oceanía ;Tonga;;Turistas;2022M02;.
Total;Oceanía ;Tonga;;Turistas;2022M01;.
Total;Oceanía ;Tonga;;Turistas;2021M12;.
Total;Oceanía ;Tonga;;Turistas;2021M11;.
Total;Oceanía ;Tonga;;Turistas;2021M10;.
Total;Oceanía ;Tonga;;Turistas;2021M09;.
Total;Oceanía ;Tonga;;Turistas;2021M08;.
Total;Oceanía ;Tonga;;Turistas;2021M07;.
Total;Oceanía ;Tonga;;Turistas;2021M06;.
Total;Oceanía ;Tonga;;Turistas;2021M05;.
Total;Oceanía ;Tonga;;Turistas;2021M04;.
Total;Oceanía ;Tonga;;Turistas;2021M03;.
Total;Oceanía ;Tonga;;Turistas;2021M02;.
Total;Oceanía ;Tonga;;Turistas;2021M01;.
Total;Oceanía ;Tonga;;Turistas;2020M12;.
Total;Oceanía ;Tonga;;Turistas;2020M11;.
Total;Oceanía ;Tonga;;Turistas;2020M10;.
Total;Oceanía ;Tonga;;Turistas;2020M09;.
Total;Oceanía ;Tonga;;Turistas;2020M08;.
Total;Oceanía ;Tonga;;Turistas;2020M07;.
Total;Oceanía ;Tonga;;Turistas;2020M06;.
Total;Oceanía ;Tonga;;Turistas;2020M05;.
Total;Oceanía ;Tonga;;Turistas;2020M04;.
Total;Oceanía ;Tonga;;Turistas;2020M03;.
Total;Oceanía ;Tonga;;Turistas;2020M02;.
Total;Oceanía ;Tonga;;Turistas;2020M01;.
Total;Oceanía ;Tonga;;Turistas;2019M12;.
Total;Oceanía ;Tonga;;Turistas;2019M11;.
Total;Oceanía ;Tonga;;Turistas;2019M10;.
Total;Oceanía ;Tonga;;Turistas;2019M09;.
Total;Oceanía ;Tonga;;Turistas;2019M08;.
Total;Oceanía ;Tonga;;Turistas;2019M07;.
Total;Oceanía ;Tonga;;Pernoctaciones;2023M04;.
Total;Oceanía ;Tonga;;Pernoctaciones;2023M03;.
Total;Oceanía ;Tonga;;Pernoctaciones;2023M02;.
Total;Oceanía ;Tonga;;Pernoctaciones;2023M01;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M12;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M11;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M10;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M09;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M08;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M07;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M06;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M05;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M04;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M03;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M02;.
Total;Oceanía ;Tonga;;Pernoctaciones;2022M01;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M12;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M11;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M10;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M09;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M08;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M07;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M06;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M05;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M04;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M03;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M02;.
Total;Oceanía ;Tonga;;Pernoctaciones;2021M01;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M12;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M11;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M10;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M09;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M08;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M07;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M06;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M05;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M04;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M03;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M02;.
Total;Oceanía ;Tonga;;Pernoctaciones;2020M01;.
Total;Oceanía ;Tonga;;Pernoctaciones;2019M12;.
Total;Oceanía ;Tonga;;Pernoctaciones;2019M11;.
Total;Oceanía ;Tonga;;Pernoctaciones;2019M10;.
Total;Oceanía ;Tonga;;Pernoctaciones;2019M09;.
Total;Oceanía ;Tonga;;Pernoctaciones;2019M08;.
Total;Oceanía ;Tonga;;Pernoctaciones;2019M07;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2023M04;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2023M03;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2023M02;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2023M01;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M12;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M11;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M10;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M09;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M08;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M07;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M06;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M05;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M04;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M03;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M02;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2022M01;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M12;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M11;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M10;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M09;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M08;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M07;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M06;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M05;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M04;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M03;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M02;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2021M01;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M12;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M11;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M10;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M09;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M08;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M07;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M06;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M05;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M04;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M03;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M02;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2020M01;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2019M12;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2019M11;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2019M10;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2019M09;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2019M08;.
Total;Oceanía ;Tonga;;Duración media de los viajes;2019M07;.
Total;Oceanía ;Tuvalu;;Turistas;2023M04;.
Total;Oceanía ;Tuvalu;;Turistas;2023M03;.
Total;Oceanía ;Tuvalu;;Turistas;2023M02;.
Total;Oceanía ;Tuvalu;;Turistas;2023M01;.
Total;Oceanía ;Tuvalu;;Turistas;2022M12;.
Total;Oceanía ;Tuvalu;;Turistas;2022M11;.
Total;Oceanía ;Tuvalu;;Turistas;2022M10;.
Total;Oceanía ;Tuvalu;;Turistas;2022M09;.
Total;Oceanía ;Tuvalu;;Turistas;2022M08;.
Total;Oceanía ;Tuvalu;;Turistas;2022M07;.
Total;Oceanía ;Tuvalu;;Turistas;2022M06;.
Total;Oceanía ;Tuvalu;;Turistas;2022M05;.
Total;Oceanía ;Tuvalu;;Turistas;2022M04;.
Total;Oceanía ;Tuvalu;;Turistas;2022M03;.
Total;Oceanía ;Tuvalu;;Turistas;2022M02;.
Total;Oceanía ;Tuvalu;;Turistas;2022M01;.
Total;Oceanía ;Tuvalu;;Turistas;2021M12;.
Total;Oceanía ;Tuvalu;;Turistas;2021M11;.
Total;Oceanía ;Tuvalu;;Turistas;2021M10;.
Total;Oceanía ;Tuvalu;;Turistas;2021M09;.
Total;Oceanía ;Tuvalu;;Turistas;2021M08;.
Total;Oceanía ;Tuvalu;;Turistas;2021M07;.
Total;Oceanía ;Tuvalu;;Turistas;2021M06;.
Total;Oceanía ;Tuvalu;;Turistas;2021M05;.
Total;Oceanía ;Tuvalu;;Turistas;2021M04;.
Total;Oceanía ;Tuvalu;;Turistas;2021M03;.
Total;Oceanía ;Tuvalu;;Turistas;2021M02;.
Total;Oceanía ;Tuvalu;;Turistas;2021M01;.
Total;Oceanía ;Tuvalu;;Turistas;2020M12;.
Total;Oceanía ;Tuvalu;;Turistas;2020M11;.
Total;Oceanía ;Tuvalu;;Turistas;2020M10;.
Total;Oceanía ;Tuvalu;;Turistas;2020M09;.
Total;Oceanía ;Tuvalu;;Turistas;2020M08;.
Total;Oceanía ;Tuvalu;;Turistas;2020M07;.
Total;Oceanía ;Tuvalu;;Turistas;2020M06;.
Total;Oceanía ;Tuvalu;;Turistas;2020M05;.
Total;Oceanía ;Tuvalu;;Turistas;2020M04;.
Total;Oceanía ;Tuvalu;;Turistas;2020M03;.
Total;Oceanía ;Tuvalu;;Turistas;2020M02;.
Total;Oceanía ;Tuvalu;;Turistas;2020M01;.
Total;Oceanía ;Tuvalu;;Turistas;2019M12;.
Total;Oceanía ;Tuvalu;;Turistas;2019M11;.
Total;Oceanía ;Tuvalu;;Turistas;2019M10;.
Total;Oceanía ;Tuvalu;;Turistas;2019M09;.
Total;Oceanía ;Tuvalu;;Turistas;2019M08;.
Total;Oceanía ;Tuvalu;;Turistas;2019M07;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2023M04;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2023M03;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2023M02;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2023M01;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M12;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M11;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M10;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M09;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M08;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M07;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M06;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M05;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M04;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M03;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M02;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2022M01;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M12;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M11;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M10;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M09;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M08;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M07;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M06;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M05;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M04;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M03;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M02;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2021M01;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M12;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M11;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M10;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M09;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M08;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M07;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M06;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M05;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M04;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M03;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M02;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2020M01;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2019M12;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2019M11;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2019M10;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2019M09;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2019M08;.
Total;Oceanía ;Tuvalu;;Pernoctaciones;2019M07;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2023M04;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2023M03;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2023M02;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2023M01;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M12;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M11;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M10;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M09;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M08;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M07;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M06;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M05;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M04;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M03;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M02;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2022M01;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M12;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M11;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M10;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M09;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M08;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M07;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M06;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M05;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M04;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M03;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M02;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2021M01;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M12;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M11;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M10;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M09;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M08;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M07;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M06;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M05;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M04;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M03;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M02;.
Total;Oceanía ;Tuvalu;;Duración media de los viajes;2020M01;.
